website,datetime,hop,vpn,ip,speed1,speed2,speed3
ezbuy.my,2023-10-09 12:22:50,10,malaysia,203.117.32.126,7.756,6.598,9.191
jd.com,2023-10-09 12:23:17,1,malaysia,10.119.0.18,12.957,31.860,5.211
jd.com,2023-10-09 12:23:17,2,malaysia,10.172.1.113,9.475,5.658,4.804
jd.com,2023-10-09 12:23:17,3,malaysia,10.172.1.9,298.763,4.223,5.317
jd.com,2023-10-09 12:23:17,4,malaysia,10.0.202.253,5.286,7.669,4.599
jd.com,2023-10-09 12:23:17,5,malaysia,202.161.43.227,18.093,469.741,16.946
jd.com,2023-10-09 12:23:17,6,malaysia,202.161.59.5,32.871,5.891,5.146
jd.com,2023-10-09 12:23:17,7,malaysia,203.116.191.217,8.571,97.267,355.847
jd.com,2023-10-09 12:23:17,9,malaysia,203.118.4.135,127.673,6.041,8.608
jd.com,2023-10-09 12:23:17,10,malaysia,116.51.18.137,17.022,12.308,7.988
jd.com,2023-10-09 12:23:17,12,malaysia,129.250.7.67,43.161,,
jd.com,2023-10-09 12:23:17,13,malaysia,129.250.2.42,81.598,85.732,316.377
jd.com,2023-10-09 12:23:17,14,malaysia,129.250.3.45,96.161,183.041,122.048
jd.com,2023-10-09 12:23:17,15,malaysia,219.158.16.77,398.651,,
jd.com,2023-10-09 12:23:17,15.1,malaysia,129.250.7.33,210.356,309.917,
jd.com,2023-10-09 12:23:17,16,malaysia,129.250.8.26,189.580,,
jd.com,2023-10-09 12:23:17,16.1,malaysia,219.158.34.153,183.959,,
jd.com,2023-10-09 12:23:17,17,malaysia,124.65.194.158,396.546,,
jd.com,2023-10-09 12:23:17,17.1,malaysia,61.49.214.26,326.524,,
jd.com,2023-10-09 12:23:17,17.2,malaysia,125.33.186.198,171.704,,
jd.com,2023-10-09 12:23:17,18,malaysia,221.219.202.86,181.355,,
jd.com,2023-10-09 12:23:17,19,malaysia,125.33.186.202,180.709,,
jd.com,2023-10-09 12:23:17,20,malaysia,221.219.202.14,183.645,,
xiaohongshu.com,2023-10-09 12:23:40,1,malaysia,10.119.0.18,19.395,10.635,8.618
xiaohongshu.com,2023-10-09 12:23:40,2,malaysia,10.172.1.113,5.203,4.746,5.837
xiaohongshu.com,2023-10-09 12:23:40,3,malaysia,10.172.1.9,9.745,424.425,5.766
xiaohongshu.com,2023-10-09 12:23:40,4,malaysia,10.0.202.253,8.515,4.635,10.504
xiaohongshu.com,2023-10-09 12:23:40,5,malaysia,202.161.43.227,24.338,28.226,23.857
xiaohongshu.com,2023-10-09 12:23:40,6,malaysia,202.161.59.5,5.871,7.331,33.528
xiaohongshu.com,2023-10-09 12:23:40,7,malaysia,203.116.191.217,366.957,5.383,6.627
xiaohongshu.com,2023-10-09 12:23:40,9,malaysia,203.118.4.135,7.864,5.897,
xiaohongshu.com,2023-10-09 12:23:40,9.1,malaysia,203.118.6.230,9.560,,
xiaohongshu.com,2023-10-09 12:23:40,10,malaysia,116.51.18.137,6.856,6.991,6.464
xiaohongshu.com,2023-10-09 12:23:40,11,malaysia,129.250.5.61,11.225,9.023,
xiaohongshu.com,2023-10-09 12:23:40,13,malaysia,129.250.2.169,54.388,,
xiaohongshu.com,2023-10-09 12:23:40,13.1,malaysia,129.250.6.94,43.373,,
xiaohongshu.com,2023-10-09 12:23:40,14,malaysia,129.250.3.48,13.716,13.463,
xiaohongshu.com,2023-10-09 12:23:40,14.1,malaysia,128.241.9.231,79.984,,
xiaohongshu.com,2023-10-09 12:23:40,15,malaysia,30.1.153.110,65.476,,
xiaohongshu.com,2023-10-09 12:23:40,16,malaysia,30.39.245.123,68.507,,
xiaohongshu.com,2023-10-09 12:23:40,16.1,malaysia,129.250.6.94,43.942,,
xiaohongshu.com,2023-10-09 12:23:40,16.2,malaysia,30.39.245.251,57.002,,
xiaohongshu.com,2023-10-09 12:23:40,17,malaysia,11.158.136.151,50.440,56.013,
xiaohongshu.com,2023-10-09 12:23:40,17.1,malaysia,128.241.9.231,52.783,,
xiaohongshu.com,2023-10-09 12:23:40,18,malaysia,30.1.146.61,54.085,,
xiaohongshu.com,2023-10-09 12:23:40,19,malaysia,30.39.245.251,59.513,,
pinduoduo.com,2023-10-09 12:24:09,1,malaysia,10.119.0.18,24.001,11.133,7.657
pinduoduo.com,2023-10-09 12:24:09,2,malaysia,10.172.1.113,13.272,6.235,7.032
pinduoduo.com,2023-10-09 12:24:09,3,malaysia,10.172.1.9,41.585,16.251,284.905
pinduoduo.com,2023-10-09 12:24:09,4,malaysia,10.0.202.253,10.321,55.472,16.009
pinduoduo.com,2023-10-09 12:24:09,5,malaysia,202.161.43.227,28.888,26.314,28.713
pinduoduo.com,2023-10-09 12:24:09,6,malaysia,202.161.59.5,6.335,8.431,8.805
pinduoduo.com,2023-10-09 12:24:09,7,malaysia,203.116.191.217,91.633,163.624,13.094
pinduoduo.com,2023-10-09 12:24:09,9,malaysia,203.118.4.136,142.725,26.457,
pinduoduo.com,2023-10-09 12:24:09,9.1,malaysia,203.118.5.98,8.616,,
pinduoduo.com,2023-10-09 12:24:09,10,malaysia,203.116.10.42,8.666,41.803,11.404
pinduoduo.com,2023-10-09 12:24:09,11,malaysia,118.143.225.86,13.039,37.250,
pinduoduo.com,2023-10-09 12:24:09,11.1,malaysia,118.143.225.26,40.534,,
pinduoduo.com,2023-10-09 12:24:09,13,malaysia,218.189.5.56,258.769,391.020,57.733
pinduoduo.com,2023-10-09 12:24:09,14,malaysia,218.189.23.194,475.225,440.812,51.059
amazon.sg,2023-10-09 12:28:19,1,malaysia,10.119.0.18,31.189,6.986,12.555
amazon.sg,2023-10-09 12:28:19,2,malaysia,10.172.1.113,6.023,9.030,6.297
amazon.sg,2023-10-09 12:28:19,3,malaysia,10.172.1.9,34.653,4.945,6.097
amazon.sg,2023-10-09 12:28:19,4,malaysia,10.0.202.253,5.982,4.002,4.317
amazon.sg,2023-10-09 12:28:19,5,malaysia,202.161.43.227,21.984,19.330,21.409
amazon.sg,2023-10-09 12:28:19,6,malaysia,202.161.59.5,32.832,5.905,5.408
amazon.sg,2023-10-09 12:28:19,7,malaysia,203.116.191.217,8.659,5.473,6.255
amazon.sg,2023-10-09 12:28:19,8,malaysia,203.118.5.137,4.909,6.412,6.025
amazon.sg,2023-10-09 12:28:19,9,malaysia,99.83.65.110,8.543,7.544,8.928
amazon.co.uk,2023-10-09 12:28:49,1,malaysia,10.119.0.18,11.657,3.364,4.509
amazon.co.uk,2023-10-09 12:28:49,2,malaysia,10.172.1.113,6.189,4.905,6.607
amazon.co.uk,2023-10-09 12:28:49,3,malaysia,10.172.1.9,4.721,4.474,5.316
amazon.co.uk,2023-10-09 12:28:49,4,malaysia,10.0.202.253,4.322,4.304,5.478
amazon.co.uk,2023-10-09 12:28:49,5,malaysia,202.161.43.227,48.775,38.338,369.447
amazon.co.uk,2023-10-09 12:28:49,6,malaysia,202.161.59.5,6.767,4.497,5.370
amazon.co.uk,2023-10-09 12:28:49,7,malaysia,203.116.191.217,7.461,4.846,6.178
amazon.co.uk,2023-10-09 12:28:49,8,malaysia,203.118.6.125,35.567,,
amazon.co.uk,2023-10-09 12:28:49,10,malaysia,203.116.3.37,9.123,,
amazon.co.uk,2023-10-09 12:28:49,10.1,malaysia,203.118.3.75,7.653,28.994,
amazon.co.uk,2023-10-09 12:28:49,11,malaysia,180.87.106.0,9.650,,
amazon.co.uk,2023-10-09 12:28:49,12,malaysia,180.87.12.250,459.525,,
amazon.co.uk,2023-10-09 12:28:49,13,malaysia,180.87.12.225,175.119,,
amazon.co.uk,2023-10-09 12:28:49,13.1,malaysia,195.219.174.10,255.800,,
amazon.co.uk,2023-10-09 12:28:49,15,malaysia,195.219.174.16,236.414,,
amazon.co.uk,2023-10-09 12:28:49,16,malaysia,195.219.174.9,270.530,,
amazon.co.uk,2023-10-09 12:28:49,18,malaysia,80.231.153.21,171.239,,
amazon.com,2023-10-09 12:30:14,1,malaysia,10.119.0.18,10.888,4.319,5.850
amazon.com,2023-10-09 12:30:14,2,malaysia,10.172.1.113,6.325,5.460,4.432
amazon.com,2023-10-09 12:30:14,3,malaysia,10.172.1.9,6.176,4.276,4.164
amazon.com,2023-10-09 12:30:14,4,malaysia,10.0.202.253,8.113,5.472,6.510
amazon.com,2023-10-09 12:30:14,5,malaysia,202.161.43.227,36.494,167.951,44.098
amazon.com,2023-10-09 12:30:14,6,malaysia,202.161.59.5,10.473,6.442,6.321
amazon.com,2023-10-09 12:30:14,7,malaysia,203.116.191.217,7.854,6.619,5.524
amazon.com,2023-10-09 12:30:14,8,malaysia,203.118.6.125,63.608,,
amazon.com,2023-10-09 12:30:14,10,malaysia,203.118.3.75,35.814,,
amazon.com,2023-10-09 12:30:14,10.1,malaysia,203.116.3.37,7.569,5.963,
amazon.com,2023-10-09 12:30:14,11,malaysia,180.87.106.0,8.867,10.126,
amazon.com,2023-10-09 12:30:14,14,malaysia,180.87.3.131,318.422,,
amazon.com,2023-10-09 12:30:14,16,malaysia,207.45.219.128,340.367,,
amazon.com,2023-10-09 12:30:14,17,malaysia,207.45.219.128,520.672,,
amazon.com,2023-10-09 12:30:14,17.1,malaysia,207.45.219.137,271.042,251.021,
amazon.com,2023-10-09 12:30:14,18,malaysia,207.45.219.137,525.932,245.471,
amazon.com,2023-10-09 12:30:14,18.1,malaysia,63.243.137.136,280.746,,
amazon.com,2023-10-09 12:30:14,19,malaysia,63.243.137.136,424.023,352.084,
amazon.com,2023-10-09 12:30:14,19.1,malaysia,216.6.87.251,267.611,,
amazon.com,2023-10-09 12:30:14,20,malaysia,216.6.87.227,250.021,364.316,524.681
amazon.in,2023-10-09 12:30:49,1,malaysia,10.119.0.18,18.226,10.504,6.600
amazon.in,2023-10-09 12:30:49,2,malaysia,10.172.1.113,6.527,12.526,366.276
amazon.in,2023-10-09 12:30:49,3,malaysia,10.172.1.9,8.920,7.057,32.650
amazon.in,2023-10-09 12:30:49,4,malaysia,10.0.202.253,6.986,429.910,5.118
amazon.in,2023-10-09 12:30:49,5,malaysia,202.161.43.227,31.204,34.542,39.336
amazon.in,2023-10-09 12:30:49,6,malaysia,202.161.59.5,8.511,6.318,3.804
amazon.in,2023-10-09 12:30:49,7,malaysia,203.116.191.217,9.239,8.928,373.460
amazon.in,2023-10-09 12:30:49,10,malaysia,203.116.3.37,88.299,5.904,6.371
amazon.in,2023-10-09 12:30:49,13,malaysia,195.219.174.10,258.607,,
amazon.in,2023-10-09 12:30:49,13.1,malaysia,180.87.12.225,197.360,,
amazon.in,2023-10-09 12:30:49,14,malaysia,180.87.38.1,354.426,,
amazon.in,2023-10-09 12:30:49,16,malaysia,80.231.153.21,170.252,,
amazon.in,2023-10-09 12:30:49,16.1,malaysia,195.219.174.9,171.468,,
amazon.cn,2023-10-09 12:31:08,1,malaysia,10.119.0.18,79.617,3.714,5.478
amazon.cn,2023-10-09 12:31:08,2,malaysia,10.172.1.113,4.832,5.333,4.716
amazon.cn,2023-10-09 12:31:08,3,malaysia,10.172.1.9,8.096,6.401,7.615
amazon.cn,2023-10-09 12:31:08,4,malaysia,10.0.202.253,7.468,32.856,4.174
amazon.cn,2023-10-09 12:31:08,5,malaysia,202.161.43.227,20.393,19.264,22.677
amazon.cn,2023-10-09 12:31:08,6,malaysia,202.161.59.5,122.567,97.958,11.736
amazon.cn,2023-10-09 12:31:08,7,malaysia,203.116.191.217,7.725,8.516,5.015
amazon.cn,2023-10-09 12:31:08,9,malaysia,203.118.6.230,68.043,,
amazon.cn,2023-10-09 12:31:08,9.1,malaysia,203.118.4.135,11.098,,
amazon.cn,2023-10-09 12:31:08,9.2,malaysia,203.118.6.230,13.018,,
amazon.cn,2023-10-09 12:31:08,10,malaysia,116.51.18.137,10.534,7.028,30.931
amazon.cn,2023-10-09 12:31:08,11,malaysia,129.250.5.61,14.664,,
amazon.cn,2023-10-09 12:31:08,13,malaysia,129.250.2.42,290.006,79.056,
amazon.cn,2023-10-09 12:31:08,13.1,malaysia,129.250.7.33,96.499,,
amazon.cn,2023-10-09 12:31:08,14,malaysia,219.158.34.153,266.494,,
amazon.cn,2023-10-09 12:31:08,14.1,malaysia,129.250.3.45,141.231,,
amazon.cn,2023-10-09 12:31:08,14.2,malaysia,129.250.8.26,381.115,,
amazon.cn,2023-10-09 12:31:08,15,malaysia,219.158.9.238,158.937,,
amazon.cn,2023-10-09 12:31:08,15.1,malaysia,129.250.7.33,275.186,111.205,
amazon.cn,2023-10-09 12:31:08,16,malaysia,219.158.9.201,353.231,,
amazon.cn,2023-10-09 12:31:08,16.1,malaysia,219.158.34.153,199.107,,
amazon.cn,2023-10-09 12:31:08,17,malaysia,219.158.9.238,297.784,180.510,334.043
amazon.cn,2023-10-09 12:31:08,19,malaysia,125.33.186.210,500.477,,
amazon.cn,2023-10-09 12:31:08,19.1,malaysia,202.96.12.146,442.053,,
amazon.cn,2023-10-09 12:31:08,19.2,malaysia,124.65.194.166,228.353,,
amazon.cn,2023-10-09 12:31:08,20,malaysia,54.222.0.161,167.401,,
amazon.cn,2023-10-09 12:31:08,20.1,malaysia,123.126.0.202,438.847,,
amazon.cn,2023-10-09 12:31:08,20.2,malaysia,114.249.179.70,427.628,,
amazon.com.au,2023-10-09 12:31:47,1,malaysia,10.119.0.18,233.744,9.829,10.675
amazon.com.au,2023-10-09 12:31:47,2,malaysia,10.172.1.113,8.773,5.100,3.613
amazon.com.au,2023-10-09 12:31:47,3,malaysia,10.172.1.9,5.455,5.762,4.535
amazon.com.au,2023-10-09 12:31:47,4,malaysia,10.0.202.253,4.269,5.463,5.599
amazon.com.au,2023-10-09 12:31:47,6,malaysia,202.161.59.5,65.336,7.719,3.441
amazon.com.au,2023-10-09 12:31:47,7,malaysia,203.116.191.217,8.114,5.819,11.947
amazon.com.au,2023-10-09 12:31:47,8,malaysia,203.118.6.125,58.219,,
amazon.com.au,2023-10-09 12:31:47,10,malaysia,203.118.3.75,353.379,8.161,
amazon.com.au,2023-10-09 12:31:47,10.1,malaysia,203.116.3.37,12.203,,
amazon.com.au,2023-10-09 12:31:47,12,malaysia,180.87.15.43,633.343,,
amazon.com.au,2023-10-09 12:31:47,13,malaysia,180.87.15.17,456.835,,
amazon.ca,2023-10-09 12:32:47,1,malaysia,10.119.0.18,10.974,4.177,4.281
amazon.ca,2023-10-09 12:32:47,2,malaysia,10.172.1.113,5.482,5.983,5.308
amazon.ca,2023-10-09 12:32:47,3,malaysia,10.172.1.9,7.556,5.239,5.356
amazon.ca,2023-10-09 12:32:47,4,malaysia,10.0.202.253,6.493,3.765,3.159
amazon.ca,2023-10-09 12:32:47,6,malaysia,202.161.59.5,45.132,10.510,30.975
amazon.ca,2023-10-09 12:32:47,7,malaysia,203.116.191.217,12.527,5.067,6.225
amazon.ca,2023-10-09 12:32:47,8,malaysia,203.118.6.125,17.414,,
amazon.ca,2023-10-09 12:32:47,10,malaysia,203.116.3.37,27.840,,
amazon.ca,2023-10-09 12:32:47,10.1,malaysia,203.118.3.75,7.064,7.130,
amazon.ca,2023-10-09 12:32:47,11,malaysia,180.87.106.0,10.735,4.868,
amazon.ca,2023-10-09 12:32:47,13,malaysia,180.87.15.129,285.739,,
amazon.ca,2023-10-09 12:32:47,14,malaysia,180.87.181.207,527.085,,
amazon.ca,2023-10-09 12:32:47,16,malaysia,207.45.219.128,635.812,,
amazon.ca,2023-10-09 12:32:47,17,malaysia,207.45.219.128,250.306,,
amazon.ca,2023-10-09 12:32:47,17.1,malaysia,207.45.219.137,248.888,,
amazon.ca,2023-10-09 12:32:47,17.2,malaysia,207.45.219.128,522.378,,
amazon.ca,2023-10-09 12:32:47,18,malaysia,207.45.219.137,635.741,,
amazon.ca,2023-10-09 12:32:47,19,malaysia,216.6.87.227,269.591,,
amazon.ca,2023-10-09 12:32:47,19.1,malaysia,63.243.137.136,253.744,383.673,
amazon.ca,2023-10-09 12:32:47,20,malaysia,216.6.87.251,256.708,,
amazon.co.uk,2023-10-09 12:33:19,1,malaysia,10.119.0.18,10.636,7.575,6.552
amazon.co.uk,2023-10-09 12:33:19,2,malaysia,10.172.1.113,4.278,7.543,5.401
amazon.co.uk,2023-10-09 12:33:19,3,malaysia,10.172.1.9,6.599,3.760,4.482
amazon.co.uk,2023-10-09 12:33:19,4,malaysia,10.0.202.253,6.441,4.216,31.504
amazon.co.uk,2023-10-09 12:33:19,6,malaysia,202.161.59.5,9.008,5.172,6.582
amazon.co.uk,2023-10-09 12:33:19,7,malaysia,203.116.191.217,39.807,18.687,28.322
amazon.co.uk,2023-10-09 12:33:19,8,malaysia,203.118.6.125,147.822,,
amazon.co.uk,2023-10-09 12:33:19,10,malaysia,203.116.3.37,21.158,,
amazon.co.uk,2023-10-09 12:33:19,10.1,malaysia,203.118.3.75,12.542,,
amazon.co.uk,2023-10-09 12:33:19,10.2,malaysia,203.116.3.37,16.047,,
amazon.co.uk,2023-10-09 12:33:19,11,malaysia,180.87.106.0,11.227,,
amazon.co.uk,2023-10-09 12:33:19,13,malaysia,180.87.12.225,272.542,176.636,
amazon.co.uk,2023-10-09 12:33:19,14,malaysia,180.87.38.1,290.036,,
amazon.co.uk,2023-10-09 12:33:19,14.1,malaysia,195.219.174.9,156.550,,
amazon.co.uk,2023-10-09 12:33:19,14.2,malaysia,180.87.38.1,232.835,,
amazon.co.uk,2023-10-09 12:33:19,15,malaysia,80.231.153.168,201.621,,
amazon.co.uk,2023-10-09 12:33:19,16,malaysia,80.231.153.21,157.219,164.484,
amazon.co.jp,2023-10-09 12:34:00,1,malaysia,10.119.0.18,13.101,7.611,4.720
amazon.co.jp,2023-10-09 12:34:00,2,malaysia,10.172.1.113,8.461,8.641,5.962
amazon.co.jp,2023-10-09 12:34:00,3,malaysia,10.172.1.9,11.731,5.934,9.108
amazon.co.jp,2023-10-09 12:34:00,4,malaysia,10.0.202.253,363.481,4.847,4.534
amazon.co.jp,2023-10-09 12:34:00,6,malaysia,202.161.59.5,21.809,6.232,5.025
amazon.co.jp,2023-10-09 12:34:00,7,malaysia,203.116.191.217,32.447,19.851,10.056
amazon.co.jp,2023-10-09 12:34:00,8,malaysia,203.118.6.125,53.312,,
amazon.co.jp,2023-10-09 12:34:00,10,malaysia,203.116.3.37,54.442,7.533,
amazon.co.jp,2023-10-09 12:34:00,10.1,malaysia,203.118.3.75,31.023,,
amazon.co.jp,2023-10-09 12:34:00,15,malaysia,64.86.252.32,380.955,,
amazon.jp,2023-10-09 12:34:37,1,malaysia,10.119.0.18,12.851,6.223,5.383
amazon.jp,2023-10-09 12:34:37,2,malaysia,10.172.1.113,5.780,5.102,31.298
amazon.jp,2023-10-09 12:34:37,3,malaysia,10.172.1.9,10.848,6.218,10.540
amazon.jp,2023-10-09 12:34:37,4,malaysia,10.0.202.253,6.530,5.374,4.961
amazon.jp,2023-10-09 12:34:37,6,malaysia,202.161.59.5,32.123,7.296,5.656
amazon.jp,2023-10-09 12:34:37,7,malaysia,203.116.191.217,7.938,9.094,7.873
amazon.jp,2023-10-09 12:34:37,8,malaysia,203.118.5.137,9.247,9.758,5.591
amazon.jp,2023-10-09 12:34:37,9,malaysia,99.83.65.110,7.119,5.808,7.154
lazada.sg,2023-10-09 12:35:13,1,malaysia,10.119.0.18,8.772,4.477,5.289
lazada.sg,2023-10-09 12:35:13,2,malaysia,10.172.1.113,15.641,8.923,7.316
lazada.sg,2023-10-09 12:35:13,3,malaysia,10.172.1.9,5.794,3.178,6.122
lazada.sg,2023-10-09 12:35:13,4,malaysia,10.0.202.253,6.432,3.368,6.722
lazada.sg,2023-10-09 12:35:13,6,malaysia,202.161.59.5,9.609,5.979,4.064
lazada.sg,2023-10-09 12:35:13,7,malaysia,203.116.191.217,6.379,16.084,7.516
lazada.sg,2023-10-09 12:35:13,9,malaysia,203.118.6.198,40.410,22.454,34.754
lazada.sg,2023-10-09 12:35:13,10,malaysia,203.116.7.26,9.590,8.567,5.437
lazada.sg,2023-10-09 12:35:13,11,malaysia,116.251.74.205,7.760,,
lazada.sg,2023-10-09 12:35:13,11.1,malaysia,116.251.74.197,6.941,,
lazada.com.my,2023-10-09 12:35:49,1,malaysia,10.119.0.18,13.373,10.139,6.431
lazada.com.my,2023-10-09 12:35:49,2,malaysia,10.172.1.113,8.470,4.755,30.542
lazada.com.my,2023-10-09 12:35:49,3,malaysia,10.172.1.9,12.272,5.935,6.127
lazada.com.my,2023-10-09 12:35:49,4,malaysia,10.0.202.253,7.612,5.124,3.380
lazada.com.my,2023-10-09 12:35:49,6,malaysia,202.161.59.5,31.036,3.927,6.771
lazada.com.my,2023-10-09 12:35:49,7,malaysia,203.116.191.217,19.067,6.264,6.597
lazada.com.my,2023-10-09 12:35:49,9,malaysia,203.118.6.198,16.414,5.523,7.763
lazada.com.my,2023-10-09 12:35:49,10,malaysia,203.116.7.26,6.882,4.936,5.830
lazada.com.my,2023-10-09 12:35:49,11,malaysia,116.251.74.197,8.354,,
lazada.com.my,2023-10-09 12:35:49,11.1,malaysia,116.251.81.137,8.464,,
lazada.com.ph,2023-10-09 12:36:25,1,malaysia,10.119.0.18,10.859,8.123,4.454
lazada.com.ph,2023-10-09 12:36:25,2,malaysia,10.172.1.113,10.075,34.586,6.431
lazada.com.ph,2023-10-09 12:36:25,3,malaysia,10.172.1.9,6.228,5.762,5.836
lazada.com.ph,2023-10-09 12:36:25,4,malaysia,10.0.202.253,7.598,4.586,4.474
lazada.com.ph,2023-10-09 12:36:25,6,malaysia,202.161.59.5,29.208,6.397,3.983
lazada.com.ph,2023-10-09 12:36:25,7,malaysia,203.116.191.217,10.220,7.612,5.666
lazada.com.ph,2023-10-09 12:36:25,9,malaysia,203.118.6.198,162.056,8.269,7.537
lazada.com.ph,2023-10-09 12:36:25,10,malaysia,203.116.7.26,30.218,8.300,6.832
lazada.com.ph,2023-10-09 12:36:25,11,malaysia,116.251.81.137,16.523,,
lazada.com.ph,2023-10-09 12:36:25,11.1,malaysia,116.251.74.205,7.555,,
lazada.co.id,2023-10-09 12:37:00,1,malaysia,10.119.0.18,11.912,6.402,5.908
lazada.co.id,2023-10-09 12:37:00,2,malaysia,10.172.1.113,7.318,5.213,10.631
lazada.co.id,2023-10-09 12:37:00,3,malaysia,10.172.1.9,8.560,5.407,5.085
lazada.co.id,2023-10-09 12:37:00,4,malaysia,10.0.202.253,5.245,32.791,6.896
lazada.co.id,2023-10-09 12:37:00,5,malaysia,202.161.43.227,26.894,252.073,26.517
lazada.co.id,2023-10-09 12:37:00,6,malaysia,202.161.59.5,9.043,5.657,5.395
lazada.co.id,2023-10-09 12:37:00,7,malaysia,203.116.191.217,8.932,7.745,7.247
lazada.co.id,2023-10-09 12:37:00,8,malaysia,203.118.6.125,73.748,,
lazada.co.id,2023-10-09 12:37:00,10,malaysia,203.118.3.75,35.312,,
lazada.co.id,2023-10-09 12:37:00,10.1,malaysia,203.116.3.37,6.466,4.895,
lazada.co.id,2023-10-09 12:37:00,12,malaysia,180.87.12.54,65.031,4.813,5.374
lazada.com,2023-10-09 12:37:34,1,malaysia,10.119.0.18,11.309,4.830,3.746
lazada.com,2023-10-09 12:37:34,2,malaysia,10.172.1.113,7.928,4.811,3.316
lazada.com,2023-10-09 12:37:34,3,malaysia,10.172.1.9,7.081,4.632,5.544
lazada.com,2023-10-09 12:37:34,4,malaysia,10.0.202.253,6.527,3.782,5.212
lazada.com,2023-10-09 12:37:34,5,malaysia,202.161.43.227,23.053,39.397,23.380
lazada.com,2023-10-09 12:37:34,6,malaysia,202.161.59.5,10.219,3.990,4.259
lazada.com,2023-10-09 12:37:34,7,malaysia,203.116.191.217,6.832,6.440,29.575
lazada.com,2023-10-09 12:37:34,9,malaysia,203.118.6.198,22.343,5.471,29.186
lazada.com,2023-10-09 12:37:34,10,malaysia,203.116.7.26,6.966,6.931,6.798
lazada.com,2023-10-09 12:37:34,11,malaysia,116.251.74.197,13.270,,
lazada.co.th,2023-10-09 12:38:06,1,malaysia,10.119.0.18,11.146,4.718,5.175
lazada.co.th,2023-10-09 12:38:06,2,malaysia,10.172.1.113,6.740,4.045,4.159
lazada.co.th,2023-10-09 12:38:06,3,malaysia,10.172.1.9,4.431,3.100,3.137
lazada.co.th,2023-10-09 12:38:06,4,malaysia,10.0.202.253,7.504,3.706,5.931
lazada.co.th,2023-10-09 12:38:06,5,malaysia,202.161.43.227,23.383,22.407,37.364
lazada.co.th,2023-10-09 12:38:06,6,malaysia,202.161.59.5,7.335,4.335,5.415
lazada.co.th,2023-10-09 12:38:06,7,malaysia,203.116.191.217,32.400,69.242,9.458
lazada.co.th,2023-10-09 12:38:06,9,malaysia,203.118.6.198,10.304,28.759,5.228
lazada.co.th,2023-10-09 12:38:06,10,malaysia,203.116.7.26,6.927,38.582,10.531
lazada.co.th,2023-10-09 12:38:06,11,malaysia,116.251.74.205,9.391,250.905,
lazada.co.th,2023-10-09 12:38:06,11.1,malaysia,116.251.74.197,11.113,,
lazada.vn,2023-10-09 12:38:38,1,malaysia,10.119.0.18,11.815,5.715,4.828
lazada.vn,2023-10-09 12:38:38,2,malaysia,10.172.1.113,6.898,5.551,6.390
lazada.vn,2023-10-09 12:38:38,3,malaysia,10.172.1.9,6.176,7.852,30.590
lazada.vn,2023-10-09 12:38:38,4,malaysia,10.0.202.253,5.921,3.995,3.256
lazada.vn,2023-10-09 12:38:38,5,malaysia,202.161.43.227,21.646,20.193,43.716
lazada.vn,2023-10-09 12:38:38,6,malaysia,202.161.59.5,5.232,7.259,3.470
lazada.vn,2023-10-09 12:38:38,7,malaysia,203.116.191.217,6.693,3.773,4.217
lazada.vn,2023-10-09 12:38:38,9,malaysia,203.118.6.198,16.501,47.825,6.587
lazada.vn,2023-10-09 12:38:38,10,malaysia,203.116.7.26,33.991,6.596,5.932
lazada.vn,2023-10-09 12:38:38,11,malaysia,116.251.74.205,230.280,6.475,7.636
lazada.cn,2023-10-09 12:39:10,1,malaysia,10.119.0.18,9.369,5.162,4.770
lazada.cn,2023-10-09 12:39:10,2,malaysia,10.172.1.113,8.498,6.626,7.738
lazada.cn,2023-10-09 12:39:10,3,malaysia,10.172.1.9,7.453,37.979,35.439
lazada.cn,2023-10-09 12:39:10,4,malaysia,10.0.202.253,5.094,3.891,3.135
lazada.cn,2023-10-09 12:39:10,5,malaysia,202.161.43.227,39.715,26.429,26.109
lazada.cn,2023-10-09 12:39:10,6,malaysia,202.161.59.5,6.592,5.932,9.355
lazada.cn,2023-10-09 12:39:10,7,malaysia,203.116.191.217,227.146,36.655,7.676
lazada.cn,2023-10-09 12:39:10,8,malaysia,203.118.6.125,220.106,429.461,
lazada.cn,2023-10-09 12:39:10,10,malaysia,203.118.7.94,142.981,5.636,5.186
lazada.cn,2023-10-09 12:39:10,11,malaysia,210.176.138.173,7.305,5.830,5.530
lazada.cn,2023-10-09 12:39:10,17,malaysia,64.125.22.183,194.052,281.404,180.335
lazada.cn,2023-10-09 12:39:10,18,malaysia,64.125.13.38,316.562,186.459,335.768
shopee.sg,2023-10-09 12:39:43,1,malaysia,10.119.0.18,7.364,6.140,5.410
shopee.sg,2023-10-09 12:39:43,2,malaysia,10.172.1.113,6.853,5.851,32.707
shopee.sg,2023-10-09 12:39:43,3,malaysia,10.172.1.9,15.177,2.773,3.569
shopee.sg,2023-10-09 12:39:43,4,malaysia,10.0.202.253,6.338,5.472,5.344
shopee.sg,2023-10-09 12:39:43,5,malaysia,202.161.43.227,183.084,44.993,19.552
shopee.sg,2023-10-09 12:39:43,6,malaysia,202.161.59.5,6.882,2.866,7.557
shopee.sg,2023-10-09 12:39:43,7,malaysia,203.116.191.217,6.298,6.297,5.159
shopee.sg,2023-10-09 12:39:43,9,malaysia,143.92.96.48,99.466,5.687,
shopee.sg,2023-10-09 12:39:43,9.1,malaysia,143.92.96.52,6.957,,
