website,datetime,hop,vpn,ip,speed1,speed2,speed3
shopee.co.th,2023-10-09 02:06:17,2,malaysia,173.239.236.125,75.389,68.802,
shopee.co.th,2023-10-09 02:06:17,2.1,malaysia,173.239.236.124,51.153,,
shopee.co.th,2023-10-09 02:06:17,3,malaysia,185.156.45.98,57.478,,
shopee.co.th,2023-10-09 02:06:17,3.1,malaysia,185.156.45.100,56.547,,
shopee.co.th,2023-10-09 02:06:17,3.2,malaysia,185.156.45.98,64.101,,
shopee.co.th,2023-10-09 02:06:17,4,malaysia,138.199.0.221,49.415,,
shopee.co.th,2023-10-09 02:06:17,4.1,malaysia,138.199.0.223,89.529,,
shopee.co.th,2023-10-09 02:06:17,4.2,malaysia,138.199.0.221,169.138,,
shopee.co.th,2023-10-09 02:06:17,5,malaysia,185.229.189.103,55.006,171.050,51.124
shopee.co.th,2023-10-09 02:06:17,6,malaysia,49.231.70.54,130.279,93.466,
shopee.co.th,2023-10-09 02:06:17,6.1,malaysia,119.31.0.84,105.374,,
shopee.co.th,2023-10-09 02:06:17,7,malaysia,49.231.71.188,82.258,,
shopee.co.th,2023-10-09 02:06:17,7.1,malaysia,49.231.70.173,132.390,192.066,
shopee.co.th,2023-10-09 02:06:17,8,malaysia,49.231.71.188,204.438,205.931,98.071
shopee.co.th,2023-10-09 02:06:17,9,malaysia,202.170.118.242,110.343,,
shopee.co.th,2023-10-09 02:06:17,10,malaysia,202.170.118.242,134.688,,
shopee.vn,2023-10-09 02:07:01,2,malaysia,173.239.236.125,51.648,,
shopee.vn,2023-10-09 02:07:01,2.1,malaysia,173.239.236.124,165.798,,
shopee.vn,2023-10-09 02:07:01,2.2,malaysia,173.239.236.125,51.522,,
shopee.vn,2023-10-09 02:07:01,3,malaysia,185.156.45.98,162.538,,
shopee.vn,2023-10-09 02:07:01,3.1,malaysia,185.156.45.100,48.177,,
shopee.vn,2023-10-09 02:07:01,3.2,malaysia,185.156.45.94,184.934,,
shopee.vn,2023-10-09 02:07:01,4,malaysia,138.199.0.221,51.624,,
shopee.vn,2023-10-09 02:07:01,4.1,malaysia,138.199.0.223,48.740,,
shopee.vn,2023-10-09 02:07:01,4.2,malaysia,138.199.0.221,70.386,,
shopee.vn,2023-10-09 02:07:01,5,malaysia,37.19.192.191,50.018,66.823,81.640
shopee.vn,2023-10-09 02:07:01,6,malaysia,203.116.31.70,153.869,71.108,52.146
shopee.vn,2023-10-09 02:07:01,7,malaysia,143.92.96.48,134.055,,
shopee.vn,2023-10-09 02:07:01,7.1,malaysia,143.92.96.52,69.223,,
shopee.vn,2023-10-09 02:07:01,7.2,malaysia,143.92.96.48,144.973,,
shopee.vn,2023-10-09 02:07:01,8,malaysia,143.92.108.172,59.390,,
shopee.vn,2023-10-09 02:07:01,8.1,malaysia,143.92.108.166,122.975,,
shopee.vn,2023-10-09 02:07:01,8.2,malaysia,143.92.108.170,52.228,,
shopee.vn,2023-10-09 02:07:01,9,malaysia,143.92.108.191,157.022,,
shopee.vn,2023-10-09 02:07:01,9.1,malaysia,143.92.108.181,56.258,,
shopee.vn,2023-10-09 02:07:01,9.2,malaysia,143.92.108.187,173.644,,
shopee.cn,2023-10-09 02:09:56,2,malaysia,173.239.236.125,96.631,97.748,
shopee.cn,2023-10-09 02:09:56,2.1,malaysia,173.239.236.124,178.405,,
shopee.cn,2023-10-09 02:09:56,3,malaysia,185.156.45.96,48.036,,
shopee.cn,2023-10-09 02:09:56,3.1,malaysia,185.156.45.94,81.386,99.921,
shopee.cn,2023-10-09 02:09:56,4,malaysia,116.51.27.177,104.363,,
shopee.cn,2023-10-09 02:09:56,4.1,malaysia,116.51.27.121,50.991,91.660,
shopee.cn,2023-10-09 02:09:56,6,malaysia,129.250.7.67,87.858,,
shopee.cn,2023-10-09 02:09:56,7,malaysia,129.250.6.94,107.723,96.079,210.415
shopee.cn,2023-10-09 02:09:56,8,malaysia,203.131.241.82,96.391,102.877,103.574
shopee.cn,2023-10-09 02:09:56,10,malaysia,223.120.2.82,307.786,,
shopee.cn,2023-10-09 02:09:56,10.1,malaysia,223.120.2.78,249.300,,
shopee.cn,2023-10-09 02:09:56,10.2,malaysia,223.120.2.82,280.473,,
shopee.cn,2023-10-09 02:09:56,11,malaysia,221.183.55.82,277.572,333.620,276.926
shopee.cn,2023-10-09 02:09:56,12,malaysia,221.183.92.17,419.338,,
shopee.cn,2023-10-09 02:09:56,13,malaysia,221.183.89.246,275.069,,
shopee.cn,2023-10-09 02:09:56,13.1,malaysia,221.183.89.242,264.996,,
shopee.cn,2023-10-09 02:09:56,13.2,malaysia,221.183.89.246,261.587,,
shopee.cn,2023-10-09 02:09:56,14,malaysia,221.183.59.158,265.364,,
shopee.cn,2023-10-09 02:09:56,14.1,malaysia,221.183.55.82,287.184,,
shopee.cn,2023-10-09 02:09:56,15,malaysia,120.241.50.158,328.490,,
shopee.cn,2023-10-09 02:09:56,15.1,malaysia,120.241.50.146,279.323,,
shopee.cn,2023-10-09 02:09:56,15.2,malaysia,120.241.49.118,270.200,,
shopback.sg,2023-10-09 02:10:17,2,malaysia,173.239.236.125,55.781,,
shopback.sg,2023-10-09 02:10:17,2.1,malaysia,173.239.236.124,72.498,51.441,
shopback.sg,2023-10-09 02:10:17,3,malaysia,185.156.45.96,49.060,,
shopback.sg,2023-10-09 02:10:17,3.1,malaysia,185.156.45.100,50.307,,
shopback.sg,2023-10-09 02:10:17,3.2,malaysia,185.156.45.96,44.977,,
shopback.sg,2023-10-09 02:10:17,4,malaysia,138.199.0.221,50.039,,
shopback.sg,2023-10-09 02:10:17,4.1,malaysia,138.199.0.223,65.062,,
shopback.sg,2023-10-09 02:10:17,4.2,malaysia,138.199.0.221,63.952,,
shopback.sg,2023-10-09 02:10:17,5,malaysia,45.134.215.21,50.464,,
shopback.sg,2023-10-09 02:10:17,8,malaysia,172.67.70.227,48.767,,
shopback.my,2023-10-09 02:10:28,2,malaysia,173.239.236.124,57.051,53.017,48.222
shopback.my,2023-10-09 02:10:28,3,malaysia,185.156.45.96,49.580,,
shopback.my,2023-10-09 02:10:28,3.1,malaysia,185.156.45.94,51.499,48.792,
shopback.my,2023-10-09 02:10:28,4,malaysia,138.199.0.221,83.836,50.804,
shopback.my,2023-10-09 02:10:28,4.1,malaysia,138.199.0.223,53.284,,
shopback.my,2023-10-09 02:10:28,5,malaysia,45.134.215.21,55.943,,
shopback.my,2023-10-09 02:10:28,7,malaysia,172.67.74.154,49.038,,
shopback.ph,2023-10-09 02:10:40,2,malaysia,173.239.236.125,89.005,,
shopback.ph,2023-10-09 02:10:40,2.1,malaysia,173.239.236.124,131.516,,
shopback.ph,2023-10-09 02:10:40,2.2,malaysia,173.239.236.125,810.089,,
shopback.ph,2023-10-09 02:10:40,3,malaysia,185.156.45.100,110.646,74.926,
shopback.ph,2023-10-09 02:10:40,3.1,malaysia,185.156.45.96,67.124,,
shopback.ph,2023-10-09 02:10:40,4,malaysia,138.199.0.223,51.462,,
shopback.ph,2023-10-09 02:10:40,4.1,malaysia,138.199.0.221,473.812,,
shopback.ph,2023-10-09 02:10:40,4.2,malaysia,138.199.0.223,44.619,,
shopback.ph,2023-10-09 02:10:40,5,malaysia,45.134.215.21,75.434,,
shopback.ph,2023-10-09 02:10:40,7,malaysia,172.67.68.93,54.747,,
shopback.co.id,2023-10-09 02:10:52,2,malaysia,173.239.236.124,53.382,,
shopback.co.id,2023-10-09 02:10:52,2.1,malaysia,173.239.236.125,58.173,59.505,
shopback.co.id,2023-10-09 02:10:52,3,malaysia,185.156.45.100,52.541,51.022,
shopback.co.id,2023-10-09 02:10:52,3.1,malaysia,185.156.45.96,50.082,,
shopback.co.id,2023-10-09 02:10:52,4,malaysia,138.199.0.221,48.529,,
shopback.co.id,2023-10-09 02:10:52,4.1,malaysia,138.199.0.223,49.622,46.151,
shopback.co.id,2023-10-09 02:10:52,5,malaysia,45.134.215.21,426.971,103.187,
shopback.co.id,2023-10-09 02:10:52,6,malaysia,172.70.144.5,53.828,,
shopback.co.id,2023-10-09 02:10:52,6.1,malaysia,162.158.168.4,52.779,,
shopback.co.id,2023-10-09 02:10:52,8,malaysia,104.26.14.194,48.934,,
shopback.com,2023-10-09 02:11:03,2,malaysia,173.239.236.124,64.627,,
shopback.com,2023-10-09 02:11:03,2.1,malaysia,173.239.236.125,51.387,,
shopback.com,2023-10-09 02:11:03,3,malaysia,185.156.45.96,271.198,,
shopback.com,2023-10-09 02:11:03,3.1,malaysia,185.156.45.98,74.172,,
shopback.com,2023-10-09 02:11:03,3.2,malaysia,185.156.45.100,227.837,,
shopback.com,2023-10-09 02:11:03,4,malaysia,138.199.0.223,50.474,335.131,
shopback.com,2023-10-09 02:11:03,4.1,malaysia,138.199.0.221,51.465,,
shopback.com,2023-10-09 02:11:03,5,malaysia,45.134.215.21,67.031,46.485,82.853
shopback.com,2023-10-09 02:11:03,7,malaysia,104.26.15.122,122.197,49.214,
shopback.co.th,2023-10-09 02:11:10,2,malaysia,173.239.236.125,46.920,,
shopback.co.th,2023-10-09 02:11:10,2.1,malaysia,173.239.236.124,82.556,,
shopback.co.th,2023-10-09 02:11:10,3,malaysia,185.156.45.94,49.100,,
shopback.co.th,2023-10-09 02:11:10,3.1,malaysia,185.156.45.98,50.408,,
shopback.co.th,2023-10-09 02:11:10,3.2,malaysia,185.156.45.94,46.139,,
shopback.co.th,2023-10-09 02:11:10,4,malaysia,138.199.0.223,46.873,46.665,72.108
shopback.co.th,2023-10-09 02:11:10,5,malaysia,45.134.215.21,55.419,107.996,79.235
shopback.co.th,2023-10-09 02:11:10,6,malaysia,162.158.160.55,57.889,,
shopback.co.th,2023-10-09 02:11:10,6.1,malaysia,162.158.104.5,63.375,53.541,
shopback.co.th,2023-10-09 02:11:10,7,malaysia,172.67.71.47,64.245,54.983,59.007
goshopback.vn,2023-10-09 02:11:15,2,malaysia,173.239.236.125,52.115,48.392,66.903
goshopback.vn,2023-10-09 02:11:15,3,malaysia,185.156.45.100,46.704,45.027,
goshopback.vn,2023-10-09 02:11:15,3.1,malaysia,185.156.45.98,57.947,,
goshopback.vn,2023-10-09 02:11:15,4,malaysia,138.199.0.223,78.231,53.156,
goshopback.vn,2023-10-09 02:11:15,4.1,malaysia,138.199.0.221,50.189,,
goshopback.vn,2023-10-09 02:11:15,5,malaysia,45.134.215.21,89.315,52.419,112.425
goshopback.vn,2023-10-09 02:11:15,6,malaysia,162.158.116.5,56.984,,
goshopback.vn,2023-10-09 02:11:15,6.1,malaysia,162.158.104.5,77.708,,
goshopback.vn,2023-10-09 02:11:15,6.2,malaysia,162.158.39.5,51.601,,
goshopback.vn,2023-10-09 02:11:15,7,malaysia,172.67.71.159,133.998,46.150,48.720
taobao.com,2023-10-09 02:12:00,2,malaysia,173.239.236.124,54.058,,
taobao.com,2023-10-09 02:12:00,2.1,malaysia,173.239.236.125,49.022,44.815,
taobao.com,2023-10-09 02:12:00,3,malaysia,185.156.45.100,49.717,,
taobao.com,2023-10-09 02:12:00,3.1,malaysia,185.156.45.98,47.912,,
taobao.com,2023-10-09 02:12:00,3.2,malaysia,185.156.45.94,49.210,,
taobao.com,2023-10-09 02:12:00,5,malaysia,154.54.87.210,238.633,646.084,201.232
taobao.com,2023-10-09 02:12:00,6,malaysia,154.54.72.109,220.016,,
taobao.com,2023-10-09 02:12:00,6.1,malaysia,154.54.72.225,207.133,210.708,
taobao.com,2023-10-09 02:12:00,7,malaysia,154.54.58.233,211.269,225.281,
taobao.com,2023-10-09 02:12:00,7.1,malaysia,154.54.58.237,239.400,,
taobao.com,2023-10-09 02:12:00,8,malaysia,130.117.1.117,232.897,,
taobao.com,2023-10-09 02:12:00,8.1,malaysia,130.117.0.2,225.986,,
taobao.com,2023-10-09 02:12:00,9,malaysia,149.14.159.114,354.245,342.309,365.551
taobao.com,2023-10-09 02:12:00,11,malaysia,202.97.53.57,325.956,,
taobao.com,2023-10-09 02:12:00,11.1,malaysia,202.97.53.53,349.086,,
taobao.com,2023-10-09 02:12:00,14,malaysia,36.110.249.70,346.553,,
taobao.com,2023-10-09 02:12:00,14.1,malaysia,106.38.196.218,357.851,,
aliexpress.com,2023-10-09 02:13:01,2,malaysia,173.239.236.124,49.435,,
aliexpress.com,2023-10-09 02:13:01,2.1,malaysia,173.239.236.125,133.842,,
aliexpress.com,2023-10-09 02:13:01,2.2,malaysia,173.239.236.124,52.920,,
aliexpress.com,2023-10-09 02:13:01,3,malaysia,185.156.45.100,63.386,,
aliexpress.com,2023-10-09 02:13:01,3.1,malaysia,185.156.45.94,75.600,,
aliexpress.com,2023-10-09 02:13:01,3.2,malaysia,185.156.45.96,47.511,,
aliexpress.com,2023-10-09 02:13:01,5,malaysia,47.246.116.5,51.641,,
dhgate.com,2023-10-09 02:13:39,2,malaysia,173.239.236.124,47.540,,
dhgate.com,2023-10-09 02:13:39,2.1,malaysia,173.239.236.125,52.111,,
dhgate.com,2023-10-09 02:13:39,2.2,malaysia,173.239.236.124,59.790,,
dhgate.com,2023-10-09 02:13:39,3,malaysia,185.156.45.100,49.513,,
dhgate.com,2023-10-09 02:13:39,3.1,malaysia,185.156.45.94,49.343,,
dhgate.com,2023-10-09 02:13:39,3.2,malaysia,185.156.45.100,49.202,,
dhgate.com,2023-10-09 02:13:39,4,malaysia,63.216.147.41,47.329,,
dhgate.com,2023-10-09 02:13:39,5,malaysia,63.216.146.206,47.064,50.809,47.960
dhgate.com,2023-10-09 02:13:39,6,malaysia,23.56.138.34,104.994,53.967,53.947
dhgate.com,2023-10-09 02:13:39,7,malaysia,23.215.54.129,202.546,206.296,192.418
dhgate.com,2023-10-09 02:13:39,8,malaysia,95.100.192.221,200.927,204.676,215.800
dhgate.com,2023-10-09 02:13:39,9,malaysia,23.210.53.35,258.783,205.244,198.389
dhgate.com,2023-10-09 02:13:39,10,malaysia,23.210.53.149,203.920,200.697,232.826
dhgate.cn,2023-10-09 02:14:43,2,malaysia,173.239.236.125,66.744,60.376,
dhgate.cn,2023-10-09 02:14:43,2.1,malaysia,173.239.236.124,54.750,,
dhgate.cn,2023-10-09 02:14:43,3,malaysia,185.156.45.98,53.823,,
dhgate.cn,2023-10-09 02:14:43,3.1,malaysia,185.156.45.94,58.935,,
dhgate.cn,2023-10-09 02:14:43,3.2,malaysia,185.156.45.96,50.185,,
dhgate.cn,2023-10-09 02:14:43,4,malaysia,116.51.27.177,95.776,50.319,48.556
dhgate.cn,2023-10-09 02:14:43,5,malaysia,129.250.2.96,54.134,,
dhgate.cn,2023-10-09 02:14:43,6,malaysia,129.250.7.67,108.653,78.613,
dhgate.cn,2023-10-09 02:14:43,7,malaysia,129.250.2.169,59.733,,
dhgate.cn,2023-10-09 02:14:43,7.1,malaysia,129.250.5.39,78.684,89.767,
dhgate.cn,2023-10-09 02:14:43,8,malaysia,129.250.3.48,59.742,,
dhgate.cn,2023-10-09 02:14:43,8.1,malaysia,203.131.241.86,87.499,,
dhgate.cn,2023-10-09 02:14:43,8.2,malaysia,129.250.3.48,59.039,,
dhgate.cn,2023-10-09 02:14:43,9,malaysia,223.120.2.53,101.852,,
dhgate.cn,2023-10-09 02:14:43,10,malaysia,223.120.3.182,251.282,,
dhgate.cn,2023-10-09 02:14:43,10.1,malaysia,129.250.5.39,86.757,,
dhgate.cn,2023-10-09 02:14:43,11,malaysia,203.131.241.86,88.572,,
dhgate.cn,2023-10-09 02:14:43,12,malaysia,221.183.89.69,269.707,,
dhgate.cn,2023-10-09 02:14:43,13,malaysia,223.120.3.178,259.007,,
dhgate.cn,2023-10-09 02:14:43,13.1,malaysia,221.183.89.10,276.252,,
dhgate.cn,2023-10-09 02:14:43,14,malaysia,221.183.37.133,287.614,,
dhgate.cn,2023-10-09 02:14:43,16,malaysia,221.183.95.54,177.169,,
dhgate.cn,2023-10-09 02:14:43,17,malaysia,221.183.37.217,505.678,,
dhgate.cn,2023-10-09 02:14:43,17.1,malaysia,221.183.37.133,287.277,,
dhgate.cn,2023-10-09 02:14:43,17.2,malaysia,219.158.3.65,150.409,,
dhgate.cn,2023-10-09 02:14:43,19,malaysia,61.149.60.170,154.815,,
dhgate.cn,2023-10-09 02:14:43,19.1,malaysia,221.219.203.182,161.264,,
dhgate.cn,2023-10-09 02:14:43,20,malaysia,219.158.3.65,155.360,154.375,
ezbuy.sg,2023-10-09 02:15:31,2,malaysia,173.239.236.124,51.645,52.969,
ezbuy.sg,2023-10-09 02:15:31,2.1,malaysia,173.239.236.125,58.388,,
ezbuy.sg,2023-10-09 02:15:31,3,malaysia,185.156.45.96,54.414,,
ezbuy.sg,2023-10-09 02:15:31,3.1,malaysia,185.156.45.98,64.732,60.603,
ezbuy.sg,2023-10-09 02:15:31,4,malaysia,27.111.229.52,54.879,50.495,
ezbuy.sg,2023-10-09 02:15:31,4.1,malaysia,27.111.229.51,49.740,,
ezbuy.sg,2023-10-09 02:15:31,5,malaysia,27.111.229.51,89.324,51.506,
ezbuy.sg,2023-10-09 02:15:31,8,malaysia,9.62.125.95,55.629,,
ezbuy.sg,2023-10-09 02:15:31,9,malaysia,9.62.121.31,54.432,,
ezbuy.my,2023-10-09 02:16:29,2,malaysia,173.239.236.125,107.592,,
ezbuy.my,2023-10-09 02:16:29,2.1,malaysia,173.239.236.124,50.733,49.074,
ezbuy.my,2023-10-09 02:16:29,3,malaysia,185.156.45.100,48.130,,
ezbuy.my,2023-10-09 02:16:29,3.1,malaysia,185.156.45.94,47.568,,
ezbuy.my,2023-10-09 02:16:29,4,malaysia,27.111.229.52,58.350,,
ezbuy.my,2023-10-09 02:16:29,4.1,malaysia,185.229.188.166,48.651,51.767,
ezbuy.my,2023-10-09 02:16:29,9,malaysia,9.62.125.95,51.221,,
ezbuy.my,2023-10-09 02:16:29,9.1,malaysia,9.62.121.31,55.497,,
jd.com,2023-10-09 02:17:08,2,malaysia,173.239.236.124,48.228,,
jd.com,2023-10-09 02:17:08,2.1,malaysia,173.239.236.125,51.441,,
jd.com,2023-10-09 02:17:08,2.2,malaysia,173.239.236.124,46.318,,
jd.com,2023-10-09 02:17:08,3,malaysia,185.156.45.96,49.516,,
jd.com,2023-10-09 02:17:08,3.1,malaysia,185.156.45.94,46.151,,
jd.com,2023-10-09 02:17:08,3.2,malaysia,185.156.45.98,48.991,,
jd.com,2023-10-09 02:17:08,4,malaysia,116.51.27.177,55.121,45.868,47.186
jd.com,2023-10-09 02:17:08,5,malaysia,129.250.2.148,50.586,,
jd.com,2023-10-09 02:17:08,6,malaysia,129.250.7.67,94.118,,
jd.com,2023-10-09 02:17:08,7,malaysia,129.250.7.33,123.948,124.048,
jd.com,2023-10-09 02:17:08,8,malaysia,129.250.3.45,177.530,127.058,
jd.com,2023-10-09 02:17:08,8.1,malaysia,219.158.34.153,218.203,,
jd.com,2023-10-09 02:17:08,9,malaysia,129.250.7.33,139.757,129.573,
jd.com,2023-10-09 02:17:08,9.1,malaysia,219.158.16.77,219.856,,
jd.com,2023-10-09 02:17:08,10,malaysia,129.250.8.26,210.922,,
jd.com,2023-10-09 02:17:08,10.1,malaysia,219.158.34.153,196.808,,
jd.com,2023-10-09 02:17:08,10.2,malaysia,129.250.8.26,209.829,,
jd.com,2023-10-09 02:17:08,11,malaysia,219.158.16.77,195.643,207.262,198.810
jd.com,2023-10-09 02:17:08,12,malaysia,221.219.202.26,335.961,,
jd.com,2023-10-09 02:17:08,12.1,malaysia,221.219.202.78,243.259,,
jd.com,2023-10-09 02:17:08,13,malaysia,125.33.186.10,223.081,,
jd.com,2023-10-09 02:17:08,13.1,malaysia,202.96.12.150,210.289,,
jd.com,2023-10-09 02:17:08,13.2,malaysia,61.49.214.6,269.478,,
jd.com,2023-10-09 02:17:08,14,malaysia,221.219.202.22,212.468,,
jd.com,2023-10-09 02:17:08,14.1,malaysia,221.219.202.74,251.037,,
xiaohongshu.com,2023-10-09 02:17:50,2,malaysia,173.239.236.124,54.496,194.590,
xiaohongshu.com,2023-10-09 02:17:50,3,malaysia,185.156.45.94,50.818,,
xiaohongshu.com,2023-10-09 02:17:50,3.1,malaysia,185.156.45.98,52.694,,
xiaohongshu.com,2023-10-09 02:17:50,3.2,malaysia,185.156.45.94,49.630,,
xiaohongshu.com,2023-10-09 02:17:50,4,malaysia,63.218.107.129,46.186,50.360,
xiaohongshu.com,2023-10-09 02:17:50,5,malaysia,63.216.176.70,86.515,78.979,78.133
xiaohongshu.com,2023-10-09 02:17:50,6,malaysia,30.1.153.106,132.079,,
xiaohongshu.com,2023-10-09 02:17:50,6.1,malaysia,30.1.153.110,82.158,,
xiaohongshu.com,2023-10-09 02:17:50,6.2,malaysia,30.1.153.106,79.407,,
xiaohongshu.com,2023-10-09 02:17:50,7,malaysia,30.39.245.251,382.393,86.707,
xiaohongshu.com,2023-10-09 02:17:50,7.1,malaysia,30.39.245.123,78.794,,
xiaohongshu.com,2023-10-09 02:17:50,8,malaysia,11.158.136.151,88.701,87.118,81.451
xiaohongshu.com,2023-10-09 02:17:50,9,malaysia,30.1.146.61,85.320,81.699,81.207
xiaohongshu.com,2023-10-09 02:17:50,13,malaysia,11.77.60.255,90.934,,
pinduoduo.com,2023-10-09 02:18:35,2,malaysia,173.239.236.125,47.820,,
pinduoduo.com,2023-10-09 02:18:35,2.1,malaysia,173.239.236.124,54.480,51.726,
pinduoduo.com,2023-10-09 02:18:35,3,malaysia,185.156.45.96,53.670,,
pinduoduo.com,2023-10-09 02:18:35,3.1,malaysia,185.156.45.98,65.498,,
pinduoduo.com,2023-10-09 02:18:35,3.2,malaysia,185.156.45.94,135.675,,
pinduoduo.com,2023-10-09 02:18:35,4,malaysia,27.111.228.59,61.262,52.162,47.185
pinduoduo.com,2023-10-09 02:18:35,5,malaysia,118.143.225.28,87.659,,
pinduoduo.com,2023-10-09 02:18:35,5.1,malaysia,118.143.225.82,52.832,,
pinduoduo.com,2023-10-09 02:18:35,5.2,malaysia,118.143.225.28,47.823,,
pinduoduo.com,2023-10-09 02:18:35,7,malaysia,218.189.5.56,82.870,82.600,84.008
pinduoduo.com,2023-10-09 02:18:35,8,malaysia,218.189.23.194,101.417,88.781,82.676
pinduoduo.com,2023-10-09 02:18:35,12,malaysia,9.56.249.25,87.760,86.010,
pinduoduo.com,2023-10-09 02:18:35,12.1,malaysia,9.56.253.89,84.647,,
pinduoduo.cn,2023-10-09 02:19:20,2,malaysia,173.239.236.125,52.106,,
pinduoduo.cn,2023-10-09 02:19:20,2.1,malaysia,173.239.236.124,50.309,47.037,
pinduoduo.cn,2023-10-09 02:19:20,3,malaysia,185.156.45.100,59.488,,
pinduoduo.cn,2023-10-09 02:19:20,3.1,malaysia,185.156.45.98,56.797,,
pinduoduo.cn,2023-10-09 02:19:20,3.2,malaysia,185.156.45.96,55.323,,
pinduoduo.cn,2023-10-09 02:19:20,4,malaysia,27.111.228.59,47.259,46.490,49.769
pinduoduo.cn,2023-10-09 02:19:20,5,malaysia,118.143.224.246,71.814,,
pinduoduo.cn,2023-10-09 02:19:20,5.1,malaysia,118.143.224.242,80.316,56.803,
pinduoduo.cn,2023-10-09 02:19:20,7,malaysia,218.189.5.21,90.532,,
pinduoduo.cn,2023-10-09 02:19:20,7.1,malaysia,218.189.5.53,93.851,,
pinduoduo.cn,2023-10-09 02:19:20,7.2,malaysia,218.189.5.21,159.141,,
pinduoduo.cn,2023-10-09 02:19:20,8,malaysia,218.189.23.202,107.512,89.132,80.380
pinduoduo.cn,2023-10-09 02:19:20,12,malaysia,30.77.184.209,85.984,,
pinduoduo.cn,2023-10-09 02:19:20,12.1,malaysia,30.77.184.91,99.649,,
pinduoduo.cn,2023-10-09 02:19:20,12.2,malaysia,30.77.183.95,80.473,,
amazon.sg,2023-10-09 02:22:49,2,malaysia,173.239.236.125,63.394,,
amazon.sg,2023-10-09 02:22:49,2.1,malaysia,173.239.236.124,48.940,45.700,
amazon.sg,2023-10-09 02:22:49,3,malaysia,185.156.45.96,51.358,,
amazon.sg,2023-10-09 02:22:49,3.1,malaysia,185.156.45.100,58.905,,
amazon.sg,2023-10-09 02:22:49,3.2,malaysia,185.156.45.94,63.444,,
amazon.sg,2023-10-09 02:22:49,4,malaysia,138.199.0.223,57.923,53.857,
amazon.sg,2023-10-09 02:22:49,4.1,malaysia,138.199.0.221,65.455,,
amazon.sg,2023-10-09 02:22:49,5,malaysia,99.83.95.74,52.910,73.439,62.696
amazon.sg,2023-10-09 02:22:49,9,malaysia,15.230.209.22,55.810,,
amazon.sg,2023-10-09 02:22:49,9.1,malaysia,52.93.8.21,49.953,,
amazon.sg,2023-10-09 02:22:49,9.2,malaysia,15.230.209.34,52.497,,
amazon.sg,2023-10-09 02:22:49,10,malaysia,52.93.10.119,51.001,,
amazon.sg,2023-10-09 02:22:49,11,malaysia,52.93.9.20,63.240,,
amazon.sg,2023-10-09 02:22:49,12,malaysia,52.93.10.119,48.997,,
amazon.sg,2023-10-09 02:22:49,12.1,malaysia,54.239.40.253,52.177,,
amazon.sg,2023-10-09 02:22:49,12.2,malaysia,54.239.41.47,53.986,,
amazon.sg,2023-10-09 02:22:49,13,malaysia,52.93.9.44,56.748,,
amazon.sg,2023-10-09 02:22:49,13.1,malaysia,52.93.9.134,84.434,,
amazon.sg,2023-10-09 02:22:49,13.2,malaysia,52.93.9.152,54.553,,
amazon.co.uk,2023-10-09 02:23:28,2,malaysia,173.239.236.124,63.945,51.439,
amazon.co.uk,2023-10-09 02:23:28,3,malaysia,185.156.45.96,56.734,47.709,51.719
amazon.co.uk,2023-10-09 02:23:28,4,malaysia,63.216.147.41,332.352,,
amazon.co.uk,2023-10-09 02:23:28,5,malaysia,63.216.144.10,66.613,49.807,
amazon.co.uk,2023-10-09 02:23:28,6,malaysia,129.250.5.61,58.630,,
amazon.co.uk,2023-10-09 02:23:28,6.1,malaysia,129.250.5.65,48.047,,
amazon.co.uk,2023-10-09 02:23:28,7,malaysia,129.250.7.9,218.467,,
amazon.co.uk,2023-10-09 02:23:28,7.1,malaysia,154.54.87.210,210.419,,
amazon.co.uk,2023-10-09 02:23:28,8,malaysia,154.54.72.109,219.123,212.676,
amazon.co.uk,2023-10-09 02:23:28,8.1,malaysia,129.250.7.29,222.538,,
amazon.co.uk,2023-10-09 02:23:28,9,malaysia,154.54.72.109,209.181,,
amazon.co.uk,2023-10-09 02:23:28,9.1,malaysia,154.54.38.66,204.002,,
amazon.co.uk,2023-10-09 02:23:28,9.2,malaysia,129.250.3.254,219.017,,
amazon.co.uk,2023-10-09 02:23:28,10,malaysia,149.11.174.210,228.823,,
amazon.co.uk,2023-10-09 02:23:28,10.1,malaysia,129.250.207.114,230.633,,
amazon.co.uk,2023-10-09 02:23:28,10.2,malaysia,154.54.38.66,210.053,,
amazon.co.uk,2023-10-09 02:23:28,11,malaysia,149.6.165.82,204.669,,
amazon.co.uk,2023-10-09 02:23:28,11.1,malaysia,15.230.156.31,210.886,,
amazon.co.uk,2023-10-09 02:23:28,11.2,malaysia,52.46.95.128,226.246,,
amazon.co.uk,2023-10-09 02:23:28,13,malaysia,52.46.94.203,234.688,,
amazon.co.uk,2023-10-09 02:23:28,13.1,malaysia,52.46.94.173,209.616,,
amazon.co.uk,2023-10-09 02:23:28,14,malaysia,52.93.16.129,219.741,,
amazon.co.uk,2023-10-09 02:23:28,14.1,malaysia,15.230.82.228,208.394,,
amazon.co.uk,2023-10-09 02:23:28,14.2,malaysia,54.239.114.91,220.083,,
